RNC,FileId,Time,Sequence No,Latitude,Longitude,Task Name,Call ID,Cell ID,App Throughput DL (kbit/s),App Throughput UL (kbit/s),Technology,Aggregate C/I (dB),RxLev (Sub) (dBm),RxQual (Sub),Tx Power (dBm),DL Coding Scheme,Ul Coding Scheme,DL RLC Throughput (kbps),UL RLC Throughput (kbps),DL LLC Throughput (kbps),UL LLC Throughput (kbps)
CTPA,10001005,2/19/2015 1:27:05 PM,3508,-23.589653,-46.597768,FTP DL,3,9264,,,GPRS,,,,,2,1,,113.274,,
CTPA,10001005,2/19/2015 1:27:06 PM,3509,-23.589583,-46.597775,FTP DL,3,9264,2.47,,GPRS,,,,,2,1,,92.889,,
CTPA,10001005,2/19/2015 1:27:07 PM,3510,-23.589513,-46.597778,FTP DL,3,9264,,,GPRS,,,,,2,1,,158.547,,
CTPA,10001005,2/19/2015 1:27:08 PM,3511,-23.589445,-46.597783,FTP DL,3,9264,,,GPRS,,,,,2,1,,109.683,,
CTPA,10001005,2/19/2015 1:27:09 PM,3512,-23.589377,-46.597788,FTP DL,3,9264,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:27:10 PM,3513,-23.589305,-46.597795,FTP DL,3,9264,,,GPRS,,,,,2,1,,54.936,,
CTPA,10001005,2/19/2015 1:27:11 PM,3514,-23.589230,-46.597802,FTP DL,3,9264,,,GPRS,,,,,2,2,,83.935,,
CTPA,10001005,2/19/2015 1:27:12 PM,3515,-23.589152,-46.597808,FTP DL,3,9264,,,GPRS,,,,,2,1,,100.787,,
CTPA,10001005,2/19/2015 1:27:13 PM,3516,-23.589070,-46.597815,FTP DL,3,9264,2.19,,GPRS,,,,,2,1,,126.732,,
CTPA,10001005,2/19/2015 1:27:14 PM,3517,-23.588983,-46.597822,FTP DL,3,9264,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:27:15 PM,3518,-23.588897,-46.597828,FTP DL,3,9264,,,GPRS,,,,,2,1,,82.052,,
CTPA,10001005,2/19/2015 1:27:16 PM,3519,-23.588808,-46.597837,FTP DL,3,9264,,,GPRS,,,,,2,1,,120.869,,
CTPA,10001005,2/19/2015 1:27:17 PM,3520,-23.588715,-46.597843,FTP DL,3,9264,,,GPRS,,,,,2,1,,49.269,,
CTPA,10001005,2/19/2015 1:27:18 PM,3521,-23.588617,-46.597850,FTP DL,3,9264,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:27:19 PM,3522,-23.588517,-46.597857,FTP DL,3,9264,,,GPRS,,,,,2,2,,110.727,,
CTPA,10001005,2/19/2015 1:27:20 PM,3523,-23.588420,-46.597870,FTP DL,3,9264,,,GPRS,,,,,2,2,,114.798,,
CTPA,10001005,2/19/2015 1:27:21 PM,3524,-23.588322,-46.597880,FTP DL,3,9264,2.17,,GPRS,,,,,2,1,,116.047,,
CTPA,10001005,2/19/2015 1:27:22 PM,3525,-23.588223,-46.597888,FTP DL,3,9264,,,GPRS,,,,,2,1,,46.043,,
CTPA,10001005,2/19/2015 1:27:23 PM,3526,-23.588128,-46.597893,FTP DL,3,9264,,,GPRS,,,,,2,1,,111.305,,
CTPA,10001005,2/19/2015 1:27:24 PM,3527,-23.588038,-46.597898,FTP DL,3,9264,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:27:25 PM,3528,-23.587950,-46.597903,FTP DL,3,9264,,,GPRS,,,,,2,1,,46.243,,
CTPA,10001005,2/19/2015 1:27:26 PM,3529,-23.587868,-46.597913,FTP DL,3,9264,,,GPRS,,,,,2,1,,234.776,,
CTPA,10001005,2/19/2015 1:27:27 PM,3530,-23.587790,-46.597918,FTP DL,3,9264,2.59,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:27:28 PM,3531,-23.587718,-46.597923,FTP DL,3,9264,,,GPRS,,,,,2,1,,104.519,,
CTPA,10001005,2/19/2015 1:27:29 PM,3532,-23.587650,-46.597925,FTP DL,3,9264,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:27:30 PM,3533,-23.587580,-46.597925,FTP DL,3,9264,,,GPRS,,,,,2,1,,72.316,,
CTPA,10001005,2/19/2015 1:27:31 PM,3534,-23.587515,-46.597912,FTP DL,3,9264,,,GPRS,,,,,1,1,,126.232,,
CTPA,10001005,2/19/2015 1:27:32 PM,3535,-23.587457,-46.597880,FTP DL,3,9264,,,GPRS,,,,,2,1,,56.042,,
CTPA,10001005,2/19/2015 1:27:33 PM,3536,-23.587407,-46.597830,FTP DL,3,9264,,,GPRS,,,,,2,1,,61.598,,
CTPA,10001005,2/19/2015 1:27:34 PM,3537,-23.587368,-46.597765,FTP DL,3,9264,,,GPRS,,,,,2,1,,46.817,,
CTPA,10001005,2/19/2015 1:27:35 PM,3538,-23.587340,-46.597690,FTP DL,3,9264,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:27:36 PM,3539,-23.587327,-46.597607,FTP DL,3,9264,1.76,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:27:37 PM,3540,-23.587333,-46.597517,FTP DL,3,9264,,,GPRS,,,,,2,1,,100.235,,
CTPA,10001005,2/19/2015 1:27:38 PM,3541,-23.587355,-46.597427,FTP DL,3,9264,,,GPRS,,,,,1,2,,58.608,,
CTPA,10001005,2/19/2015 1:27:39 PM,3542,-23.587390,-46.597333,FTP DL,3,9264,,,GPRS,,,,,2,1,,111.111,,
CTPA,10001005,2/19/2015 1:27:40 PM,3543,-23.587438,-46.597228,FTP DL,3,9264,,,GPRS,,,,,2,1,,56.388,,
CTPA,10001005,2/19/2015 1:27:41 PM,3544,-23.587487,-46.597118,FTP DL,3,9264,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:27:42 PM,3545,-23.587535,-46.597008,FTP DL,3,9264,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:27:43 PM,3546,-23.587580,-46.596895,FTP DL,3,9264,,,GPRS,,,,,2,1,,49.08,,
CTPA,10001005,2/19/2015 1:27:44 PM,3547,-23.587637,-46.596778,FTP DL,3,9264,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/19/2015 1:27:45 PM,3548,-23.587688,-46.596657,FTP DL,3,9264,1.8,,GPRS,,,,,2,1,,71.549,,
CTPA,10001005,2/19/2015 1:27:46 PM,3549,-23.587743,-46.596532,FTP DL,3,9264,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:27:47 PM,3550,-23.587803,-46.596412,FTP DL,3,9264,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:27:48 PM,3551,-23.587863,-46.596275,FTP DL,3,9264,,,GPRS,,,,,2,2,,322.889,,
CTPA,10001005,2/19/2015 1:27:49 PM,3552,-23.587927,-46.596133,FTP DL,3,9264,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:21 PM,3553,-23.584740,-46.586707,FTP DL,4,12121,,,GPRS,,,,,,,,,,
CTPA,10001005,2/19/2015 1:29:22 PM,3554,-23.584740,-46.586707,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:23 PM,3555,-23.584678,-46.586595,FTP DL,4,12121,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/19/2015 1:29:24 PM,3556,-23.584615,-46.586480,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:25 PM,3557,-23.584550,-46.586362,FTP DL,4,12121,,,GPRS,,,,,2,2,,535.343,,
CTPA,10001005,2/19/2015 1:29:26 PM,3558,-23.584485,-46.586240,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:27 PM,3559,-23.584422,-46.586117,FTP DL,4,12121,,,GPRS,,,,,2,1,,350.273,,
CTPA,10001005,2/19/2015 1:29:28 PM,3560,-23.584367,-46.585987,FTP DL,4,12121,,,GPRS,,,,,2,2,,318.584,,
CTPA,10001005,2/19/2015 1:29:29 PM,3561,-23.584323,-46.585857,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:30 PM,3562,-23.584293,-46.585733,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:31 PM,3563,-23.584275,-46.585623,FTP DL,4,12121,,,GPRS,,,,,2,2,,313.607,,
CTPA,10001005,2/19/2015 1:29:32 PM,3564,-23.584267,-46.585533,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:33 PM,3565,-23.584262,-46.585463,FTP DL,4,12121,,,GPRS,,,,,2,2,,381.634,,
CTPA,10001005,2/19/2015 1:29:34 PM,3566,-23.584260,-46.585408,FTP DL,4,12121,2.11,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:35 PM,3567,-23.584260,-46.585365,FTP DL,4,12121,,,GPRS,,,,,2,2,,302.926,,
CTPA,10001005,2/19/2015 1:29:36 PM,3568,-23.584260,-46.585335,FTP DL,4,12121,,,GPRS,,,,,2,1,,201.893,,
CTPA,10001005,2/19/2015 1:29:37 PM,3569,-23.584262,-46.585315,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:38 PM,3570,-23.584262,-46.585302,FTP DL,4,12121,,,GPRS,,,,,2,2,,366.412,,
CTPA,10001005,2/19/2015 1:29:39 PM,3571,-23.584263,-46.585288,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:40 PM,3572,-23.584265,-46.585273,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:41 PM,3573,-23.584265,-46.585258,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:42 PM,3574,-23.584267,-46.585242,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:43 PM,3575,-23.584267,-46.585223,FTP DL,4,12121,1.73,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:44 PM,3576,-23.584267,-46.585197,FTP DL,4,12121,,,GPRS,,,,,1,1,,226.349,,
CTPA,10001005,2/19/2015 1:29:45 PM,3577,-23.584270,-46.585170,FTP DL,4,12121,,,GPRS,,,,,2,2,,60.778,,
CTPA,10001005,2/19/2015 1:29:46 PM,3578,-23.584273,-46.585143,FTP DL,4,12121,,,GPRS,,,,,2,1,,187.684,,
CTPA,10001005,2/19/2015 1:29:47 PM,3579,-23.584277,-46.585127,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:48 PM,3580,-23.584280,-46.585113,FTP DL,4,12121,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:29:49 PM,3581,-23.584283,-46.585103,FTP DL,4,12121,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:29:50 PM,3582,-23.584288,-46.585098,FTP DL,4,12121,2.17,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:29:51 PM,3583,-23.584290,-46.585093,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:52 PM,3584,-23.584293,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:53 PM,3585,-23.584295,-46.585092,FTP DL,4,12121,5.11,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:54 PM,3586,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:55 PM,3587,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:56 PM,3588,-23.584298,-46.585092,FTP DL,4,12121,5.24,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:57 PM,3589,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:58 PM,3590,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:29:59 PM,3591,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:30:00 PM,3592,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:30:01 PM,3593,-23.584298,-46.585092,FTP DL,4,12121,3.89,,GPRS,,,,,2,2,,303.609,,
CTPA,10001005,2/19/2015 1:30:02 PM,3594,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,,277.777,,
CTPA,10001005,2/19/2015 1:30:03 PM,3595,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:30:04 PM,3596,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/19/2015 1:30:05 PM,3597,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/19/2015 1:30:06 PM,3598,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,0,,,
CTPA,10001005,2/19/2015 1:30:07 PM,3599,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:30:08 PM,3600,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/19/2015 1:30:09 PM,3601,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,0,,,
CTPA,10001005,2/19/2015 1:30:10 PM,3602,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:30:11 PM,3603,-23.584298,-46.585092,FTP DL,4,12121,1.51,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:30:12 PM,3604,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,1,2,,178.199,,
CTPA,10001005,2/19/2015 1:30:13 PM,3605,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,1,1,,312.5,,
CTPA,10001005,2/19/2015 1:30:14 PM,3606,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,,178.604,,
CTPA,10001005,2/19/2015 1:30:15 PM,3607,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,1,1,,,,
CTPA,10001005,2/19/2015 1:30:16 PM,3608,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,2,69825.27,70.758,,
CTPA,10001005,2/19/2015 1:30:17 PM,3609,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,2,1,379845.2,257.028,,
CTPA,10001005,2/19/2015 1:30:18 PM,3610,-23.584298,-46.585092,FTP DL,4,12121,,,GPRS,,,,,,,,,,
CTPA,10001005,2/19/2015 1:30:19 PM,3611,-23.584298,-46.585092,FTP DL,4,5892,,,GSM,,,,,,,,26.349,,
CTPA,10001005,2/19/2015 1:30:20 PM,3612,-23.584298,-46.585092,FTP DL,4,5892,,,GPRS,,,,,1,2,0,,,
CTPA,10001005,2/19/2015 1:30:21 PM,3613,-23.584298,-46.585092,FTP DL,4,5892,,,GPRS,,,,,2,2,,267.224,,
CTPA,10001005,2/19/2015 1:30:22 PM,3614,-23.584298,-46.585092,FTP DL,4,5892,,,GPRS,,,,,2,2,205582.1,,,
CTPA,10001005,2/19/2015 1:30:23 PM,3615,-23.584298,-46.585092,FTP DL,4,5892,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/19/2015 1:30:24 PM,3616,-23.584298,-46.585092,FTP DL,4,5892,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:30:25 PM,3617,-23.584298,-46.585092,FTP DL,4,5892,,,GPRS,,,,,2,1,,438.879,,
CTPA,10001005,2/19/2015 1:30:26 PM,3618,-23.584298,-46.585092,FTP DL,4,5892,,,GPRS,,,,,2,2,,236.162,,
CTPA,10001005,2/19/2015 1:30:27 PM,3619,-23.584298,-46.585092,FTP DL,4,5892,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:30:28 PM,3620,-23.584298,-46.585092,FTP DL,4,5892,0.94,,GPRS,,,,,1,2,,145.675,,
CTPA,10001005,2/19/2015 1:30:29 PM,3621,-23.584298,-46.585092,FTP DL,4,5892,,,GPRS,,,,,2,1,,414.814,,
CTPA,10001005,2/19/2015 1:30:30 PM,3622,-23.584298,-46.585092,FTP DL,4,5892,,,GPRS,,,,,2,2,,136.363,,
CTPA,10001005,2/19/2015 1:30:31 PM,3623,-23.584298,-46.585092,FTP DL,4,5892,,,GPRS,,,,,2,1,,98.994,,
CTPA,10001005,2/19/2015 1:30:32 PM,3624,-23.584298,-46.585092,FTP DL,4,5892,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:30:33 PM,3625,-23.584300,-46.585085,FTP DL,4,5892,,,GPRS,,,,,2,1,,47.833,,
CTPA,10001005,2/19/2015 1:30:34 PM,3626,-23.584308,-46.585057,FTP DL,4,5892,,,GPRS,,,,,2,2,,56.838,,
CTPA,10001005,2/19/2015 1:30:35 PM,3627,-23.584317,-46.585020,FTP DL,4,5892,,,GPRS,,,,,2,2,,63.745,,
CTPA,10001005,2/19/2015 1:30:36 PM,3628,-23.584330,-46.584975,FTP DL,4,5892,,,GPRS,,,,,2,2,,394.521,,
CTPA,10001005,2/19/2015 1:30:37 PM,3629,-23.584343,-46.584928,FTP DL,4,5892,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:30:38 PM,3630,-23.584360,-46.584878,FTP DL,4,5892,1.61,,GPRS,,,,,2,2,,245.839,,
CTPA,10001005,2/19/2015 1:30:39 PM,3631,-23.584378,-46.584823,FTP DL,4,5892,,,GPRS,,,,,2,1,,115.837,,
CTPA,10001005,2/19/2015 1:30:40 PM,3632,-23.584402,-46.584762,FTP DL,4,5892,,,GPRS,,,,,2,2,,124.031,,
CTPA,10001005,2/19/2015 1:30:41 PM,3633,-23.584427,-46.584698,FTP DL,4,5892,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:30:42 PM,3634,-23.584453,-46.584632,FTP DL,4,5892,,,GPRS,,,,,2,1,,62.136,,
CTPA,10001005,2/19/2015 1:30:43 PM,3635,-23.584485,-46.584560,FTP DL,4,5892,,,GPRS,,,,,2,1,,134.454,,
CTPA,10001005,2/19/2015 1:30:44 PM,3636,-23.584520,-46.584487,FTP DL,4,5892,2.83,,GPRS,,,,,2,1,,152.14,,
CTPA,10001005,2/19/2015 1:30:45 PM,3637,-23.584558,-46.584412,FTP DL,4,5892,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:30:46 PM,3638,-23.584600,-46.584337,FTP DL,4,5892,,,GPRS,,,,,2,1,,119.515,,
CTPA,10001005,2/19/2015 1:30:47 PM,3639,-23.584645,-46.584263,FTP DL,4,5892,,,GPRS,,,,,2,2,,58.555,,
CTPA,10001005,2/19/2015 1:30:48 PM,3640,-23.584692,-46.584188,FTP DL,4,5892,,,GPRS,,,,,2,1,,123.552,,
CTPA,10001005,2/19/2015 1:30:49 PM,3641,-23.584740,-46.584108,FTP DL,4,5892,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:30:50 PM,3642,-23.584788,-46.584023,FTP DL,4,5892,,,GPRS,,,,,2,1,,66.528,,
CTPA,10001005,2/19/2015 1:30:51 PM,3643,-23.584833,-46.583938,FTP DL,4,5892,2.14,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:30:52 PM,3644,-23.584880,-46.583850,FTP DL,4,5892,,,GPRS,,,,,1,1,,101.668,,
CTPA,10001005,2/19/2015 1:30:53 PM,3645,-23.584927,-46.583762,FTP DL,4,5892,,,GPRS,,,,,2,1,,51.654,,
CTPA,10001005,2/19/2015 1:30:54 PM,3646,-23.584970,-46.583675,FTP DL,4,5892,,,GPRS,,,,,2,2,,0,,
CTPA,10001005,2/19/2015 1:30:55 PM,3647,-23.585012,-46.583590,FTP DL,4,5892,,,GPRS,,,,,2,1,,53.244,,
CTPA,10001005,2/19/2015 1:30:56 PM,3648,-23.585052,-46.583503,FTP DL,4,5892,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:30:57 PM,3649,-23.585090,-46.583413,FTP DL,4,5892,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:30:58 PM,3650,-23.585125,-46.583323,FTP DL,4,5892,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:30:59 PM,3651,-23.585155,-46.583237,FTP DL,4,5892,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:31:00 PM,3652,-23.585183,-46.583147,FTP DL,4,5892,,,GPRS,,,,,1,1,,,,
CTPA,10001005,2/19/2015 1:31:01 PM,3653,-23.585205,-46.583055,FTP DL,4,5892,,,GPRS,,,,,1,1,,11.451,,
CTPA,10001005,2/19/2015 1:31:02 PM,3654,-23.585222,-46.582962,FTP DL,4,5892,,,GPRS,,,,,1,1,,0,,
CTPA,10001005,2/19/2015 1:31:03 PM,3655,-23.585228,-46.582870,FTP DL,4,5892,,,GPRS,,,,,1,1,,,,
CTPA,10001005,2/19/2015 1:31:04 PM,3656,-23.585225,-46.582780,FTP DL,4,5892,,,GPRS,,,,,1,2,711504.1,31.496,,
CTPA,10001005,2/19/2015 1:31:05 PM,3657,-23.585217,-46.582695,FTP DL,4,5892,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:31:06 PM,3658,-23.585207,-46.582615,FTP DL,4,5892,,,GPRS,,,,,2,1,,47.094,,
CTPA,10001005,2/19/2015 1:31:07 PM,3659,-23.585195,-46.582538,FTP DL,4,5892,,,GPRS,,,,,2,1,,45.166,,
CTPA,10001005,2/19/2015 1:31:08 PM,3660,-23.585187,-46.582467,FTP DL,4,5892,,,GPRS,,,,,1,1,,,,
CTPA,10001005,2/19/2015 1:31:09 PM,3661,-23.585178,-46.582398,FTP DL,4,5892,,,GPRS,,,,,2,1,,69.717,,
CTPA,10001005,2/19/2015 1:31:10 PM,3662,-23.585168,-46.582330,FTP DL,4,5892,0.83,,GPRS,,,,,2,2,,60.15,,
CTPA,10001005,2/19/2015 1:31:11 PM,3663,-23.585157,-46.582257,FTP DL,4,5892,,,GPRS,,,,,2,2,,185.328,,
CTPA,10001005,2/19/2015 1:31:12 PM,3664,-23.585145,-46.582180,FTP DL,4,5892,,,GPRS,,,,,1,2,,180.961,,
CTPA,10001005,2/19/2015 1:31:13 PM,3665,-23.585132,-46.582098,FTP DL,4,5892,,,GPRS,,,,,2,2,,60.32,,
CTPA,10001005,2/19/2015 1:31:14 PM,3666,-23.585123,-46.582010,FTP DL,4,5892,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:31:15 PM,3667,-23.585112,-46.581915,FTP DL,4,5892,,,GPRS,,,,,2,2,,133.333,,
CTPA,10001005,2/19/2015 1:31:16 PM,3668,-23.585098,-46.581812,FTP DL,4,5892,3.04,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:31:17 PM,3669,-23.585083,-46.581705,FTP DL,4,5892,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/19/2015 1:31:18 PM,3670,-23.585067,-46.581600,FTP DL,4,5892,,,,,,,,,,,,,
CTPA,10001005,2/19/2015 1:31:19 PM,3671,-23.585048,-46.581500,FTP DL,4,5892,,,GPRS,,,,,2,2,0,,,
CTPA,10001005,2/19/2015 1:31:20 PM,3672,-23.585033,-46.581402,FTP DL,4,5892,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:31:21 PM,3673,-23.585020,-46.581303,FTP DL,4,5892,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/19/2015 1:31:22 PM,3674,-23.585003,-46.581207,FTP DL,4,5892,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/19/2015 1:31:23 PM,3675,-23.584988,-46.581110,FTP DL,4,5892,,,GPRS,,,,,1,2,0,,,
CTPA,10001005,2/19/2015 1:31:24 PM,3676,-23.584975,-46.581013,FTP DL,4,5892,,,GPRS,,,,,2,1,,42.445,,
CTPA,10001005,2/19/2015 1:31:25 PM,3677,-23.584958,-46.580912,FTP DL,4,5892,,,GPRS,,,,,2,2,52033.35,,,
CTPA,10001005,2/19/2015 1:31:26 PM,3678,-23.584940,-46.580800,FTP DL,4,5892,1.74,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:31:27 PM,3679,-23.584915,-46.580680,FTP DL,4,5892,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:31:28 PM,3680,-23.584887,-46.580552,FTP DL,4,5892,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:31:29 PM,3681,-23.584858,-46.580420,FTP DL,4,5892,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/19/2015 1:31:30 PM,3682,-23.584832,-46.580292,FTP DL,4,5892,,,,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:33:06 PM,3683,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,,,,,,
CTPA,10001005,2/19/2015 1:33:07 PM,3684,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:33:08 PM,3685,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,2,0,358.635,,
CTPA,10001005,2/19/2015 1:33:09 PM,3686,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:33:10 PM,3687,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,1,,392.2,,
CTPA,10001005,2/19/2015 1:33:11 PM,3688,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,2,,306.22,,
CTPA,10001005,2/19/2015 1:33:12 PM,3689,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,2,,376.249,,
CTPA,10001005,2/19/2015 1:33:13 PM,3690,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,1,2,570498.4,,,
CTPA,10001005,2/19/2015 1:33:14 PM,3691,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,2,,433.996,,
CTPA,10001005,2/19/2015 1:33:15 PM,3692,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:33:16 PM,3693,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,2,,270.042,,
CTPA,10001005,2/19/2015 1:33:17 PM,3694,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,2,,399.319,,
CTPA,10001005,2/19/2015 1:33:18 PM,3695,-23.581007,-46.572058,FTP DL,5,9636,3.05,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/19/2015 1:33:19 PM,3696,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:33:20 PM,3697,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:33:21 PM,3698,-23.581007,-46.572058,FTP DL,5,9636,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/19/2015 1:33:22 PM,3699,-23.581007,-46.572058,FTP DL,5,9636,4.62,,GPRS,,,,,2,2,,,,
